,,,Elder Titan,Batrider,Keeper of the Light,Anti-Mage,Axe, Wings Gaming,Digital Chaos ,Mirana,Timbersaw,Vengeful Spirit,Slark,Night Stalker,,,The International 2016
,,,Ogre Magi,Broodmother,Skywrath Mage,Sven,Dragon Knight, Alliance,Evil Geniuses Dota2 ,Drow Ranger,Nature's Prophet,Timbersaw,Bane,Tidehunter,,,The International 2016
,,,Ogre Magi,Lone Druid,Lich,Puck,Broodmother, Alliance,Evil Geniuses Dota2 ,Batrider,Drow Ranger,Mirana,Chen,Lion,,,The International 2016
,,,Oracle,Sand King,Razor,Rubick,Invoker, Wings Gaming,LGD ,Juggernaut,Ogre Magi,Lion,Magnus,Anti-Mage,,,The International 2016
,,,Sand King,Juggernaut,Oracle,Morphling,Chen, Wings Gaming,LGD ,Shadow Demon,Axe,Earth Spirit,Invoker,Faceless Void,,,The International 2016
,,,Earth Spirit,Dark Seer,Axe,Venomancer,Alchemist, Escape Gaming Dota 2,Alliance ,Ogre Magi,Drow Ranger,Dazzle,Batrider,Razor,,,The International 2016
,,,Lone Druid,Ogre Magi,Sand King,Skywrath Mage,Razor, Escape Gaming Dota 2,Alliance ,Timbersaw,Dazzle,Kunkka,Lifestealer,Beastmaster,,,The International 2016
,,,Drow Ranger,Batrider,Mirana,Oracle,Outworld Devourer, OG,TnC Dota 2 ,Shadow Demon,Kunkka,Axe,Juggernaut,Nyx Assassin,,,The International 2016
,,,Drow Ranger,Mirana,Kunkka,Axe,Invoker, OG,TnC Dota 2 ,Shadow Demon,Slardar,Terrorblade,Phoenix,Tinker,,,The International 2016
,,,Naga Siren,Keeper of the Light,Batrider,Bounty Hunter,Mirana, TnC Dota 2,Evil Geniuses Dota2 ,Vengeful Spirit,Magnus,Legion Commander,Ember Spirit,Night Stalker,,,The International 2016
,,,Vengeful Spirit,Beastmaster,Keeper of the Light,Lifestealer,Timbersaw, TnC Dota 2,Evil Geniuses Dota2 ,Batrider,Drow Ranger,Mirana,Enchantress,Winter Wyvern,,,The International 2016
,,,Mirana,Faceless Void,Lion,Morphling,Timbersaw, OG,Escape Gaming Dota 2 ,Ogre Magi,Naga Siren,Riki,Lifestealer,Axe,,,The International 2016
,,,Elder Titan,Lion,Axe,Morphling,Zeus, OG,Escape Gaming Dota 2 ,Ogre Magi,Naga Siren,Beastmaster,Enchantress,Mirana,,,The International 2016
,,,Ogre Magi,Slardar,Keeper of the Light,Weaver,Templar Assassin, LGD,TnC Dota 2 ,Shadow Demon,Beastmaster,Juggernaut,Kunkka,Mirana,,,The International 2016
,,,Beastmaster,Dazzle,Juggernaut,Earthshaker,Morphling, LGD,TnC Dota 2 ,Shadow Demon,Slardar,Kunkka,Terrorblade,Alchemist,,,The International 2016
,,,Mirana,Batrider,Bane,Sven,Chen, Evil Geniuses Dota2,Escape Gaming Dota 2 ,Elder Titan,Night Stalker,Keeper of the Light,Tinker,Tiny,,,The International 2016
,,,Elder Titan,Faceless Void,Dazzle,Ursa,Razor, Evil Geniuses Dota2,Escape Gaming Dota 2 ,Ogre Magi,Juggernaut,Huskar,Oracle,Enigma,,,The International 2016
,,,Slardar,Night Stalker,Rubick,Lifestealer,Abaddon, Wings Gaming,Escape Gaming Dota 2 ,Mirana,Dazzle,Earth Spirit,Lycan,Broodmother,,,The International 2016
,,,Elder Titan,Faceless Void,Death Prophet,Oracle,Morphling, Wings Gaming,Escape Gaming Dota 2 ,Ogre Magi,Juggernaut,Beastmaster,Io,Storm Spirit,,,The International 2016
,,,Slardar,Dazzle,Terrorblade,Mirana,Tidehunter, LGD,Alliance ,Ogre Magi,Axe,Keeper of the Light,Sven,Lone Druid,,,The International 2016
,,,Batrider,Timbersaw,Kunkka,Shadow Demon,Phantom Lancer, LGD,Alliance ,Ogre Magi,Lone Druid,Keeper of the Light,Slark,Ember Spirit,,,The International 2016
,,,Io,Slardar,Juggernaut,Timbersaw,Skywrath Mage, TnC Dota 2,Wings Gaming ,Drow Ranger,Vengeful Spirit,Dragon Knight,Axe,Silencer,,,The International 2016
,,,Io,Axe,Keeper of the Light,Phantom Lancer,Naga Siren, TnC Dota 2,Wings Gaming ,Drow Ranger,Dazzle,Windranger,Night Stalker,Medusa,,,The International 2016
,,,Mirana,Beastmaster,Disruptor,Anti-Mage,Templar Assassin, Escape Gaming Dota 2,LGD ,Elder Titan,Storm Spirit,Night Stalker,Lifestealer,Shadow Shaman,,,The International 2016
,,,Dazzle,Huskar,Io,Enigma,Tiny, Escape Gaming Dota 2,LGD ,Elder Titan,Axe,Shadow Demon,Morphling,Queen of Pain,,,The International 2016
,,,Io,Lifestealer,Night Stalker,Huskar,Ogre Magi, Evil Geniuses Dota2,Wings Gaming ,Batrider,Rubick,Slark,Magnus,Pudge,,,The International 2016
,,,Io,Batrider,Dazzle,Huskar,Slardar, Evil Geniuses Dota2,Wings Gaming ,Mirana,Oracle,Sand King,Timbersaw,Viper,,,The International 2016
,,,Dazzle,Lone Druid,Batrider,Rubick,Slardar, Alliance,TnC Dota 2 ,Axe,Shadow Demon,Drow Ranger,Oracle,Tinker,,,The International 2016
,,,Ogre Magi,Drow Ranger,Skywrath Mage,Broodmother,Storm Spirit, Alliance,TnC Dota 2 ,Vengeful Spirit,Faceless Void,Lich,Alchemist,Sand King,,,The International 2016
,,,Batrider,Nyx Assassin,Juggernaut,Warlock,Lycan, Team Liquid,Digital Chaos ,Mirana,Beastmaster,Vengeful Spirit,Slark,Bounty Hunter,,,The International 2016
,,,Batrider,Alchemist,Lion,Ursa,Undying, Team Liquid,Digital Chaos ,Nyx Assassin,Oracle,Timbersaw,Morphling,Chen,,,The International 2016
,,,Batrider,Dazzle,Juggernaut,Undying,Alchemist, Evil Geniuses Dota2,LGD ,Mirana,Kunkka,Axe,Ancient Apparition,Faceless Void,,,The International 2016
,,,Batrider,Drow Ranger,Vengeful Spirit,Faceless Void,Lich, Evil Geniuses Dota2,LGD ,Oracle,Mirana,Nyx Assassin,Lifestealer,Bounty Hunter,,,The International 2016
,,,Batrider,Keeper of the Light,Earth Spirit,Venomancer,Morphling, OG,Natus Vincere Dota 2 ,Beastmaster,Vengeful Spirit,Razor,Slark,Omniknight,,,The International 2016
,,,Batrider,Elder Titan,Shadow Demon,Razor,Slark, OG,Natus Vincere Dota 2 ,Mirana,Beastmaster,Oracle,Ursa,Death Prophet,,,The International 2016
,,,Slardar,Night Stalker,Witch Doctor,Clinkz,Templar Assassin, Wings Gaming,Natus Vincere Dota 2 ,Mirana,Sand King,Chen,Ursa,Bounty Hunter,,,The International 2016
,,,Beastmaster,Bounty Hunter,Dazzle,Lifestealer,Alchemist, Wings Gaming,Natus Vincere Dota 2 ,Io,Sand King,Chen,Huskar,Razor,,,The International 2016
,,,Batrider,Bane,Timbersaw,Alchemist,Enchantress, Fnatic.Dota2,Team Liquid ,Nyx Assassin,Bounty Hunter,Rubick,Juggernaut,Morphling,,,The International 2016
,,,Ogre Magi,Phoenix,Invoker,Slark,Witch Doctor, Fnatic.Dota2,Team Liquid ,Drow Ranger,Oracle,Nyx Assassin,Elder Titan,Medusa,,,The International 2016
,,,Batrider,Ogre Magi,Mirana,Ember Spirit,Alchemist, Fnatic.Dota2,Team Secret ,Drow Ranger,Oracle,Kunkka,Storm Spirit,Beastmaster,,,The International 2016
,,,Drow Ranger,Batrider,Abaddon,Disruptor,Shadow Fiend, Fnatic.Dota2,Team Secret ,Kunkka,Keeper of the Light,Nyx Assassin,Slark,Mirana,,,The International 2016
,,,Batrider,Naga Siren,Oracle,Death Prophet,Huskar, Team Liquid,Vici Gaming Reborn ,Elder Titan,Lion,Slardar,Terrorblade,Mirana,,,The International 2016
,,,Batrider,Undying,Rubick,Timbersaw,Death Prophet, Team Liquid,Vici Gaming Reborn ,Vengeful Spirit,Drow Ranger,Beastmaster,Storm Spirit,Skywrath Mage,,,The International 2016
,,,Keeper of the Light,Kunkka,Razor,Nyx Assassin,Timbersaw, EHOME,Team Secret ,Shadow Demon,Lifestealer,Death Prophet,Drow Ranger,Enchantress,,,The International 2016
,,,Mirana,Kunkka,Juggernaut,Warlock,Night Stalker, EHOME,Team Secret ,Shadow Demon,Batrider,Elder Titan,Morphling,Slardar,,,The International 2016
1,d,2,Bounty Hunter,Timbersaw,Oracle,Sven,Phantom Assassin, MVP ,Team Liquid ,Lifestealer,Slardar,Nyx Assassin,Keeper of the Light,Alchemist,,,The International 2016
2,d,2,Timbersaw,Bounty Hunter,Oracle,Sven,Dark Seer, MVP ,Team Liquid ,Lifestealer,Slardar,Earth Spirit,Death Prophet,Zeus,,,The International 2016
2,d,1,Io,Batrider,Skywrath Mage,Bristleback,Wraith King, Alliance,Wings Gaming ,Oracle,Timbersaw,Kunkka,Alchemist,Lifestealer,,,The International 2016
2,d,1,Ogre Magi,Io,Tidehunter,Sven,Storm Spirit, Alliance,Wings Gaming ,Mirana,Oracle,Beastmaster,Slark,Nyx Assassin,,,The International 2016
2,d,1,Dazzle,Tidehunter,Kunkka,Terrorblade,Alchemist, LGD,Natus Vincere Dota 2 ,Beastmaster,Mirana,Drow Ranger,Oracle,Chen,,,The International 2016
2,d,1,Shadow Demon,Tidehunter,Slark,Earth Spirit,Death Prophet, LGD,Natus Vincere Dota 2 ,Beastmaster,Mirana,Dazzle,Bounty Hunter,Ursa,,,The International 2016
1,d,1,Elder Titan,Faceless Void,Oracle,Huskar,Venomancer, OG,Wings Gaming ,Batrider,Ogre Magi,Skywrath Mage,Sven,Tinker,,,The International 2016
2,r,2,Batrider,Naga Siren,Lion,Death Prophet,Anti-Mage, OG,Wings Gaming ,Faceless Void,Morphling,Disruptor,Invoker,Doom,,,The International 2016
2,d,1,Nature's Prophet,Oracle,Shadow Demon,Luna,Beastmaster, Natus Vincere Dota 2,Alliance ,Keeper of the Light,Bristleback,Witch Doctor,Ursa,Puck,,,The International 2016
2,r,2,Batrider,Disruptor,Juggernaut,Enchantress,Invoker, Natus Vincere Dota 2,Alliance ,Ogre Magi,Keeper of the Light,Bristleback,Magnus,Lifestealer,,,The International 2016
1,d,2,Batrider,Io,Kunkka,Ursa,Huskar, Team Secret,Vici Gaming Reborn ,Elder Titan,Faceless Void,Morphling,Crystal Maiden,Storm Spirit,,,The International 2016
1,r,1,Io,Sand King,Chen,Huskar,Axe, Team Secret,Vici Gaming Reborn ,Shadow Demon,Luna,Mirana,Bounty Hunter,Tidehunter,,,The International 2016
1,d,2,Lifestealer,Elder Titan,Dark Seer,Naga Siren,Spirit Breaker, MVP ,Team Secret ,Io,Sand King,Dazzle,Alchemist,Batrider,,,The International 2016
2,d,2,Earth Spirit,Axe,Naga Siren,Lich,Venomancer, MVP ,Team Secret ,Io,Batrider,Kunkka,Huskar,Death Prophet,,,The International 2016
2,d,2,Mirana,Tusk,Dark Seer,Dazzle,Anti-Mage, Team Liquid,EHOME ,Shadow Demon,Naga Siren,Juggernaut,Undying,Sand King,,,The International 2016
1,r,1,Batrider,Bounty Hunter,Rubick,Naga Siren,Death Prophet, Team Liquid,EHOME ,Ogre Magi,Mirana,Phoenix,Faceless Void,Terrorblade,,,The International 2016
1,d,2,Faceless Void,Mirana,Lion,Dragon Knight,Keeper of the Light, Newbee,Team Liquid ,Elder Titan,Dark Seer,Shadow Demon,Lycan,Timbersaw,,,The International 2016
2,r,1,Mirana,Lion,Ogre Magi,Naga Siren,Sven, Newbee,Team Liquid ,Oracle,Batrider,Bounty Hunter,Timbersaw,Morphling,,,The International 2016
2,r,2,Mirana,Faceless Void,Winter Wyvern,Shadow Shaman,Ember Spirit, Natus Vincere Dota 2,TnC Dota 2 ,Vengeful Spirit,Drow Ranger,Disruptor,Beastmaster,Tinker,,,The International 2016
1,r,1,Shadow Demon,Batrider,Bounty Hunter,Razor,Ember Spirit, Natus Vincere Dota 2,TnC Dota 2 ,Vengeful Spirit,Beastmaster,Terrorblade,Oracle,Huskar,,,The International 2016
2,r,1,Batrider,Spirit Breaker,Crystal Maiden,Templar Assassin,Troll Warlord, OG,Evil Geniuses Dota2 ,Drow Ranger,Mirana,Shadow Demon,Puck,Abaddon,,,The International 2016
1,d,2,Batrider,Drow Ranger,Enchantress,Ogre Magi,Medusa, OG,Evil Geniuses Dota2 ,Io,Lifestealer,Crystal Maiden,Legion Commander,Queen of Pain,,,The International 2016
1,r,2,Axe,Keeper of the Light,Naga Siren,Riki,Tiny, OG,Alliance ,Dazzle,Mirana,Enchantress,Tidehunter,Pugna,,,The International 2016
1,r,1,Batrider,Drow Ranger,Riki,Medusa,Witch Doctor, OG,Alliance ,Oracle,Faceless Void,Mirana,Ogre Magi,Terrorblade,,,The International 2016
1,r,1,Elder Titan,Juggernaut,Oracle,Tidehunter,Sven, OG,LGD ,Batrider,Ogre Magi,Dazzle,Lycan,Timbersaw,,,The International 2016
2,r,2,Faceless Void,Witch Doctor,Oracle,Huskar,Juggernaut, Natus Vincere Dota 2,Evil Geniuses Dota2 ,Elder Titan,Batrider,Dazzle,Ursa,Viper,,,The International 2016
2,r,1,Oracle,Drow Ranger,Slardar,Enchantress,Puck, Natus Vincere Dota 2,Evil Geniuses Dota2 ,Elder Titan,Faceless Void,Nature's Prophet,Chen,Templar Assassin,,,The International 2016
2,d,2,Batrider,Earth Spirit,Phoenix,Razor,Legion Commander, OG,LGD ,Ogre Magi,Juggernaut,Nyx Assassin,Morphling,Shadow Demon,,,The International 2016
2,r,2,Beastmaster,Vengeful Spirit,Invoker,Enchantress,Slark, Escape Gaming Dota 2,Natus Vincere Dota 2 ,Mirana,Oracle,Drow Ranger,Nature's Prophet,Witch Doctor,,,The International 2016
1,d,1,Beastmaster,Lone Druid,Vengeful Spirit,Riki,Ursa, Escape Gaming Dota 2,Natus Vincere Dota 2 ,Bounty Hunter,Batrider,Shadow Demon,Lifestealer,Ember Spirit,,,The International 2016
1,r,2,Beastmaster,Ogre Magi,Dazzle,Huskar,Invoker, Escape Gaming Dota 2,Execration ,Mirana,Sand King,Witch Doctor,Timbersaw,Sven,,,The International 2016
1,r,2,Batrider,Dazzle,Juggernaut,Riki,Tiny, Escape Gaming Dota 2,Execration ,Mirana,Earth Spirit,Slardar,Invoker,Bane,,,The International 2016
2,r,1,Ogre Magi,Slark,Keeper of the Light,Faceless Void,Storm Spirit, Escape Gaming Dota 2,EHOME ,Batrider,Kunkka,Timbersaw,Crystal Maiden,Anti-Mage,,,The International 2016
2,r,2,Faceless Void,Elder Titan,Dazzle,Invoker,Drow Ranger, Escape Gaming Dota 2,EHOME ,Ogre Magi,Naga Siren,Death Prophet,Disruptor,Axe,,,The International 2016
2,d,2,Sand King,Dazzle,Clockwerk,Shadow Fiend,Ember Spirit, compLexity,Execration ,Tidehunter,Meepo,Silencer,Ogre Magi,Puck,,,The International 2016
2,d,2,Io,Tiny,Nature's Prophet,Ogre Magi,Ursa, compLexity,Execration ,Mirana,Sand King,Witch Doctor,Juggernaut,Earth Spirit,,,The International 2016
2,r,2,Ogre Magi,Batrider,Lion,Morphling,Alchemist, Execration,EHOME ,Mirana,Naga Siren,Keeper of the Light,Undying,Axe,,,The International 2016
2,r,2,Batrider,Earth Spirit,Juggernaut,Disruptor,Phantom Lancer, Execration,EHOME ,Mirana,Ogre Magi,Nyx Assassin,Lifestealer,Phoenix,,,The International 2016
1,d,2,Mirana,Slardar,Juggernaut,Vengeful Spirit,Weaver, Execration,EHOME ,Ogre Magi,Batrider,Sven,Warlock,Phoenix,,,The International 2016
1,r,1,Mirana,Slark,Ogre Magi,Beastmaster,Queen of Pain, Escape Gaming Dota 2,compLexity ,Batrider,Juggernaut,Earth Spirit,Dazzle,Weaver,,,The International 2016
1,r,1,Mirana,Lone Druid,Dazzle,Juggernaut,Nyx Assassin, Escape Gaming Dota 2,compLexity ,Batrider,Earth Spirit,Disruptor,Timbersaw,Sven,,,The International 2016
2,r,1,Batrider,Earth Spirit,Morphling,Ancient Apparition,Queen of Pain, Escape Gaming Dota 2,compLexity ,Slark,Mirana,Oracle,Beastmaster,Riki,,,The International 2016
